日期,小时,监测站,CO,FSP,NO2,NOX,O3,RSP,SO2,CO-W,FSP-W,date
16/9/2019,16,中環,84,20,110,196,51,34,4,81,23,2020/9/10
16/9/2019,17,中環,83,18,110,240,37,32,4,82,22,2020/9/11
16/9/2019,18,中環,94,22,138,314,25,32,6,88,21,2020/9/12
16/9/2019,19,中環,97,25,153,308,19,36,4,94,23,2020/9/13
16/9/2019,20,中環,103,24,168,446,17,34,8,93,25,2020/9/14
16/9/2019,21,中環,109,26,114,190,50,38,4,97,33,2020/9/15
16/9/2019,22,中環,99,25,88,121,63,39,2,91,30,2020/9/16
16/9/2019,23,中環,89,24,76,112,65,39,2,86,28,2020/9/17
16/9/2019,24,中環,91,24,83,108,58,33,2,86,26,2020/9/18
17/9/2019,1,中環,78,18,73,90,68,28,2,86,24,2020/9/19
17/9/2019,2,中環,73,16,41,52,95,26,2,87,23,2020/9/20
17/9/2019,3,中環,66,16,31,39,106,30,2,87,22,2020/9/21
17/9/2019,4,中環,69,17,27,31,111,31,2,78,19,2020/9/22
17/9/2019,5,中環,75,19,25,28,115,31,1,85,19,2020/9/23
17/9/2019,6,中環,62,17,30,34,112,29,1,92,19,2020/9/24
17/9/2019,7,中環,64,22,45,54,98,36,2,80,19,2020/9/25
17/9/2019,8,中環,73,23,86,121,67,40,2,85,23,2020/9/26
17/9/2019,9,中環,74,22,131,229,41,40,3,92,25,2020/9/27
17/9/2019,10,中環,81,28,140,276,37,45,4,88,30,2020/9/28
17/9/2019,11,中環,86,28,131,254,43,45,3,86,29,2020/9/29
17/9/2019,12,中環,89,31,125,239,51,46,3,84,28,2020/9/30
17/9/2019,13,中環,98,28,114,190,62,43,2,84,29,2020/10/1
17/9/2019,14,中環,117,25,95,137,78,42,1,80,31,2020/10/2
17/9/2019,15,中環,82,31,109,158,77,48,2,92,30,2020/10/3
17/9/2019,16,中環,84,28,109,160,70,46,2,95,34,2020/10/4
17/9/2019,17,中環,90,28,128,186,56,44,2,98,35,2020/10/5
17/9/2019,18,中環,96,32,163,288,34,50,4,94,31,2020/10/6
17/9/2019,19,中環,101,35,171,319,23,52,4,96,31,2020/10/7
17/9/2019,20,中環,96,28,147,220,39,45,4,101,33,2020/10/8
17/9/2019,21,中環,94,29,123,173,54,46,2,88,33,2020/10/9
17/9/2019,22,中環,84,31,99,125,65,47,2,90,28,2020/10/10
17/9/2019,23,中環,68,24,95,139,49,40,2,81,26,2020/10/11
17/9/2019,24,中環,67,21,71,92,54,38,2,89,24,2020/10/12
18/9/2019,1,中環,70,18,62,82,57,31,1,89,22,2020/10/13
18/9/2019,2,中環,63,15,57,72,62,28,1,81,18,2020/10/14
18/9/2019,3,中環,59,17,54,62,72,28,1,74,16,2020/10/15
18/9/2019,4,中環,62,17,45,52,77,29,1,74,17,2020/10/16
18/9/2019,5,中環,72,16,75,99,38,26,1,99,17,2020/10/17
18/9/2019,6,中環,77,15,67,89,57,24,1,86,17,2020/10/18
18/9/2019,7,中環,80,18,91,127,60,28,1,84,20,2020/10/19
18/9/2019,8,中環,97,20,123,199,40,33,2,90,25,2020/10/20
18/9/2019,9,中環,81,18,124,224,35,36,3,103,28,2020/10/21
18/9/2019,10,中環,90,25,124,224,20,43,5,96,29,2020/10/22
18/9/2019,11,中環,94,30,141,267,29,48,5,86,31,2020/10/23
18/9/2019,12,中環,91,31,124,190,65,45,4,89,33,2020/10/24
18/9/2019,13,中環,108,37,137,209,69,51,3,102,39,2020/10/25
18/9/2019,14,中環,123,41,172,289,51,57,4,98,44,2020/10/26
18/9/2019,15,中環,98,39,184,299,43,58,4,98,45,2020/10/27
18/9/2019,16,中環,96,37,176,297,34,62,5,95,39,2020/10/28
18/9/2019,17,中環,92,34,123,172,66,59,3,94,35,2020/10/29
18/9/2019,18,中環,109,31,162,270,37,53,4,99,35,2020/10/30
18/9/2019,19,中環,100,34,147,240,46,54,4,101,35,2020/10/31
18/9/2019,20,中環,106,36,154,222,46,52,3,109,38,2020/11/1
18/9/2019,21,中環,105,34,93,108,85,50,2,108,41,2020/11/2
18/9/2019,22,中環,96,36,78,89,97,52,1,100,36,2020/11/3
18/9/2019,23,中環,97,29,87,113,52,37,1,103,25,2020/11/4
18/9/2019,24,中環,109,30,121,180,29,34,2,108,24,2020/11/5
19/9/2019,1,中環,88,32,74,97,86,38,1,101,30,2020/11/6
19/9/2019,2,中環,93,23,71,81,89,27,1,93,23,2020/11/7
19/9/2019,3,中環,77,24,45,50,104,28,1,88,18,2020/11/8
19/9/2019,4,中環,73,21,51,59,83,23,1,84,15,2020/11/9
19/9/2019,5,中環,61,18,52,63,71,21,1,90,15,2020/11/10
19/9/2019,6,中環,74,17,76,97,36,22,1,86,15,2020/11/11
19/9/2019,7,中環,89,18,110,201,9,26,2,92,16,2020/11/12
19/9/2019,8,中環,104,23,133,294,9,34,6,99,28,2020/11/13
19/9/2019,9,中環,97,36,186,468,11,52,10,98,36,2020/11/14
19/9/2019,10,中環,100,42,179,445,12,60,9,97,37,2020/11/15
19/9/2019,11,中環,89,39,188,388,19,59,8,91,36,2020/11/16
19/9/2019,12,中環,92,38,170,310,41,57,7,90,35,2020/11/17
19/9/2019,13,中環,88,37,141,204,74,53,4,89,34,2020/11/18
19/9/2019,14,中環,89,36,144,214,84,50,4,87,33,2020/11/19
19/9/2019,15,中環,90,37,155,222,90,53,4,93,33,2020/11/20
19/9/2019,16,中環,94,40,149,205,81,58,4,96,39,2020/11/21
19/9/2019,17,中環,96,35,124,155,90,52,4,105,39,2020/11/22
19/9/2019,18,中環,97,37,153,214,78,54,5,117,39,2020/11/23
19/9/2019,19,中環,102,38,152,218,64,51,5,112,38,2020/11/24
19/9/2019,20,中環,106,37,148,208,64,52,4,116,41,2020/11/25
19/9/2019,21,中環,124,45,127,193,68,63,5,115,45,2020/11/26
19/9/2019,22,中環,106,39,94,108,89,63,4,97,38,2020/11/27
19/9/2019,23,中環,81,33,86,102,88,53,3,88,31,2020/11/28
19/9/2019,24,中環,83,30,115,151,58,52,4,94,28,2020/11/29
20/9/2019,1,中環,79,30,117,162,44,50,4,94,29,2020/11/30
20/9/2019,2,中環,87,30,99,127,45,50,3,87,28,2020/12/1
20/9/2019,3,中環,83,30,89,110,37,50,3,86,27,2020/12/2
20/9/2019,4,中環,77,28,90,126,56,62,4,83,22,2020/12/3
20/9/2019,5,中環,77,27,97,135,33,43,4,95,28,2020/12/4
20/9/2019,6,中環,88,30,125,184,15,48,5,86,31,2020/12/5
20/9/2019,7,中環,80,35,131,208,14,61,6,84,29,2020/12/6
20/9/2019,8,中環,74,30,156,302,14,52,9,94,28,2020/12/7
20/9/2019,9,中環,75,27,199,475,13,55,12,82,26,2020/12/8
20/9/2019,10,中環,74,30,187,392,22,51,11,78,24,2020/12/9
20/9/2019,11,中環,72,25,187,346,34,45,10,79,25,2020/12/10
20/9/2019,12,中環,72,25,192,344,45,46,9,83,25,2020/12/11
20/9/2019,13,中環,72,28,188,312,55,53,8,78,27,2020/12/12
20/9/2019,14,中環,66,21,174,277,61,41,6,79,27,2020/12/13
20/9/2019,15,中環,70,26,219,362,51,45,8,82,26,2020/12/14
20/9/2019,16,中環,78,34,265,395,82,61,10,89,35,2020/12/15
20/9/2019,17,中環,72,42,254,455,40,73,12,86,18,2020/12/16
20/9/2019,18,中環,82,34,252,505,18,63,12,90,31,2020/12/17
20/9/2019,19,中環,96,32,260,681,8,62,18,100,28,2020/12/18
20/9/2019,20,中環,97,31,206,444,12,57,12,109,30,2020/12/19
20/9/2019,21,中環,151,34,189,375,14,58,10,107,34,2020/12/20
20/9/2019,22,中環,158,56,171,340,11,81,9,100,29,2020/12/21
20/9/2019,23,中環,106,40,167,364,7,62,9,90,26,2020/12/22
20/9/2019,24,中環,99,30,157,365,7,52,10,85,23,2020/12/23
21/9/2019,1,中環,85,26,144,274,10,48,9,80,21,2020/12/24
21/9/2019,2,中環,80,21,121,177,21,39,8,82,20,2020/12/25
21/9/2019,3,中環,73,22,114,169,29,39,8,74,19,2020/12/26
21/9/2019,4,中環,78,21,119,180,30,38,7,75,18,2020/12/27
21/9/2019,5,中環,63,18,97,138,58,33,7,68,15,2020/12/28
21/9/2019,6,中環,64,15,98,143,55,30,8,71,16,2020/12/29
21/9/2019,7,中環,63,16,135,222,32,32,10,67,17,2020/12/30
21/9/2019,8,中環,68,20,151,274,24,40,11,70,19,2020/12/31
21/9/2019,9,中環,65,21,154,270,33,43,10,72,19,2021/1/1
21/9/2019,10,中環,66,25,150,248,43,48,10,77,22,2021/1/2
21/9/2019,11,中環,63,24,165,268,55,48,9,79,22,2021/1/3
21/9/2019,12,中環,68,25,171,270,69,50,9,81,23,2021/1/4
21/9/2019,13,中環,69,27,204,344,70,54,11,84,28,2021/1/5
21/9/2019,14,中環,74,29,181,246,98,60,11,88,31,2021/1/6
21/9/2019,15,中環,77,36,187,250,81,69,10,88,31,2021/1/7
21/9/2019,16,中環,78,31,205,302,69,61,9,92,30,2021/1/8
21/9/2019,17,中環,93,38,237,350,71,71,10,97,33,2021/1/9
21/9/2019,18,中環,88,42,222,308,58,77,8,107,36,2021/1/10
21/9/2019,19,中環,95,39,235,333,38,74,7,109,37,2021/1/11
21/9/2019,20,中環,98,41,236,376,19,77,9,107,39,2021/1/12
21/9/2019,21,中環,101,36,193,334,21,67,9,108,38,2021/1/13
21/9/2019,22,中環,99,38,178,301,12,79,9,120,39,2021/1/14
21/9/2019,23,中環,109,44,169,323,13,76,11,107,40,2021/1/15
21/9/2019,24,中環,78,40,123,197,34,74,8,101,35,2021/1/16
22/9/2019,1,中環,63,28,104,149,54,49,6,75,24,2021/1/17
22/9/2019,2,中環,53,20,75,102,83,39,5,67,16,2021/1/18
22/9/2019,3,中環,53,18,85,109,89,34,5,67,14,2021/1/19
22/9/2019,4,中環,49,15,46,57,113,31,5,63,13,2021/1/20
22/9/2019,5,中環,46,17,59,73,97,32,5,60,14,2021/1/21
22/9/2019,6,中環,47,18,70,91,81,35,5,59,12,2021/1/22
22/9/2019,7,中環,42,17,77,109,78,34,5,58,11,2021/1/23
22/9/2019,8,中環,48,16,105,169,54,35,6,57,12,2021/1/24
22/9/2019,9,中環,44,15,99,164,58,34,5,59,12,2021/1/25
22/9/2019,10,中環,51,13,133,281,49,31,7,62,15,2021/1/26
22/9/2019,11,中環,53,17,162,359,39,40,8,66,16,2021/1/27
22/9/2019,12,中環,54,18,150,285,58,46,6,70,16,2021/1/28
22/9/2019,13,中環,60,21,181,335,55,51,7,74,18,2021/1/29
22/9/2019,14,中環,61,24,167,277,61,54,6,74,21,2021/1/30
22/9/2019,15,中環,65,22,198,357,43,50,7,73,23,2021/1/31
22/9/2019,16,中環,64,23,191,328,50,52,7,80,20,2021/2/1
22/9/2019,17,中環,71,26,227,409,31,56,8,82,22,2021/2/2
22/9/2019,18,中環,71,31,208,361,33,63,8,84,24,2021/2/3
22/9/2019,19,中環,71,28,201,404,23,58,9,85,25,2021/2/4
22/9/2019,20,中環,72,28,178,316,33,55,8,91,26,2021/2/5
22/9/2019,21,中環,68,29,135,222,48,51,7,92,29,2021/2/6
22/9/2019,22,中環,64,30,126,214,44,51,6,78,27,2021/2/7
22/9/2019,23,中環,60,29,120,203,43,49,7,72,28,2021/2/8
22/9/2019,24,中環,57,27,121,209,45,46,7,72,27,2021/2/9
23/9/2019,1,中環,52,28,98,142,53,46,6,70,29,2021/2/10
23/9/2019,2,中環,51,26,70,96,72,43,5,70,24,2021/2/11
23/9/2019,3,中環,48,25,51,61,80,39,4,64,22,2021/2/12
23/9/2019,4,中環,54,23,56,69,70,38,6,58,20,2021/2/13
23/9/2019,5,中環,47,19,49,67,72,33,5,63,17,2021/2/14
23/9/2019,6,中環,45,17,50,67,69,29,4,68,16,2021/2/15
23/9/2019,7,中環,49,16,71,95,55,30,4,64,15,2021/2/16
23/9/2019,8,中環,56,18,124,244,18,34,6,67,16,2021/2/17
23/9/2019,9,中環,62,18,152,387,14,34,9,67,16,2021/2/18
23/9/2019,10,中環,68,20,150,374,22,37,9,72,18,2021/2/19
23/9/2019,11,中環,68,20,130,253,45,38,6,84,19,2021/2/20
23/9/2019,12,中環,68,26,125,209,70,44,5,82,22,2021/2/21
23/9/2019,13,中環,71,27,110,174,82,44,5,92,25,2021/2/22
23/9/2019,14,中環,95,23,95,140,94,40,4,87,29,2021/2/23
23/9/2019,15,中環,71,21,128,207,67,38,4,82,27,2021/2/24
23/9/2019,16,中環,83,23,126,195,73,39,4,88,24,2021/2/25
23/9/2019,17,中環,72,22,112,158,88,37,4,87,25,2021/2/26
23/9/2019,18,中環,76,21,127,198,70,36,4,93,24,2021/2/27
23/9/2019,19,中環,79,26,152,260,57,40,5,101,28,2021/2/28
23/9/2019,20,中環,78,27,110,160,77,42,4,108,35,2021/3/1
23/9/2019,21,中環,83,25,94,131,74,40,3,90,30,2021/3/2
23/9/2019,22,中環,76,23,84,103,83,38,2,99,25,2021/3/3
23/9/2019,23,中環,71,24,80,103,80,39,3,100,29,2021/3/4
23/9/2019,24,中環,69,22,73,89,94,37,3,98,27,2021/3/5
24/9/2019,1,中環,61,18,70,95,89,31,3,87,24,2021/3/6
24/9/2019,2,中環,71,20,57,68,100,34,2,85,20,2021/3/7
24/9/2019,3,中環,62,23,60,70,102,36,2,82,19,2021/3/8
24/9/2019,4,中環,62,22,44,63,109,37,3,80,21,2021/3/9
24/9/2019,5,中環,59,19,46,61,104,32,2,79,20,2021/3/10
24/9/2019,6,中環,59,17,38,47,110,29,2,85,18,2021/3/11
24/9/2019,7,中環,60,19,55,68,89,33,3,89,20,2021/3/12
24/9/2019,8,中環,64,23,85,120,66,38,4,83,20,2021/3/13
24/9/2019,9,中環,69,21,141,282,33,36,6,89,20,2021/3/14
24/9/2019,10,中環,75,26,161,332,30,42,7,86,23,2021/3/15
24/9/2019,11,中環,72,27,147,264,42,43,5,89,25,2021/3/16
24/9/2019,12,中環,88,24,148,243,52,41,5,91,27,2021/3/17
24/9/2019,13,中環,106,24,116,175,73,42,4,98,27,2021/3/18
24/9/2019,14,中環,83,24,118,166,82,43,3,105,31,2021/3/19
24/9/2019,15,中環,80,30,134,215,65,48,4,110,29,2021/3/20
24/9/2019,16,中環,81,26,121,182,74,46,4,100,31,2021/3/21
24/9/2019,17,中環,87,28,110,145,87,46,3,104,29,2021/3/22
24/9/2019,18,中環,104,28,134,199,65,45,4,104,29,2021/3/23
24/9/2019,19,中環,108,28,165,260,40,46,4,109,28,2021/3/24
24/9/2019,20,中環,99,27,174,338,36,45,6,109,33,2021/3/25
24/9/2019,21,中環,100,27,124,168,66,45,3,102,34,2021/3/26
24/9/2019,22,中環,102,27,118,151,74,45,2,106,31,2021/3/27
24/9/2019,23,中環,78,27,77,91,104,50,2,98,31,2021/3/28
24/9/2019,24,中環,81,25,83,101,87,52,3,108,28,2021/3/29
25/9/2019,1,中環,70,25,84,98,83,40,2,96,27,2021/3/30
25/9/2019,2,中環,69,19,53,57,102,33,2,90,20,2021/3/31
25/9/2019,3,中環,66,18,65,79,92,33,2,90,21,2021/4/1
25/9/2019,4,中環,72,20,54,60,102,35,2,90,19,2021/4/2
25/9/2019,5,中環,66,19,53,60,96,32,2,110,19,2021/4/3
25/9/2019,6,中環,65,22,58,68,95,34,2,103,18,2021/4/4
25/9/2019,7,中環,70,26,82,96,72,39,2,88,20,2021/4/5
25/9/2019,8,中環,69,22,109,148,65,40,3,88,24,2021/4/6
25/9/2019,9,中環,76,21,149,254,37,41,4,96,23,2021/4/7
25/9/2019,10,中環,82,30,151,267,38,49,5,96,26,2021/4/8
25/9/2019,11,中環,86,33,149,259,36,54,5,99,29,2021/4/9
25/9/2019,12,中環,73,29,138,210,66,54,4,91,30,2021/4/10
25/9/2019,13,中環,73,32,144,211,82,53,4,93,29,2021/4/11
25/9/2019,14,中環,87,35,133,178,86,55,4,96,35,2021/4/12
25/9/2019,15,中環,87,34,104,125,104,54,2,105,41,2021/4/13
25/9/2019,16,中環,86,32,129,167,82,52,3,113,35,2021/4/14
25/9/2019,17,中環,87,30,154,209,56,49,3,114,35,2021/4/15
25/9/2019,18,中環,97,31,148,198,58,51,3,102,34,2021/4/16
25/9/2019,19,中環,101,34,156,218,50,51,3,110,34,2021/4/17
25/9/2019,20,中環,105,38,170,253,49,55,5,117,38,2021/4/18
25/9/2019,21,中環,107,36,117,147,78,53,3,112,38,2021/4/19
25/9/2019,22,中環,98,33,104,118,83,50,2,103,34,2021/4/20
25/9/2019,23,中環,94,35,119,147,69,52,3,100,32,2021/4/21
25/9/2019,24,中環,75,30,103,128,72,50,2,103,29,2021/4/22
26/9/2019,1,中環,71,27,96,116,63,47,2,99,28,2021/4/23
26/9/2019,2,中環,65,27,80,91,72,47,2,91,26,2021/4/24
26/9/2019,3,中環,65,21,62,72,83,35,2,90,21,2021/4/25
26/9/2019,4,中環,63,18,60,69,96,28,2,87,18,2021/4/26
26/9/2019,5,中環,60,19,59,67,77,29,2,101,19,2021/4/27
26/9/2019,6,中環,72,21,78,91,58,31,2,99,22,2021/4/28
26/9/2019,7,中環,75,22,102,127,47,35,2,92,24,2021/4/29
26/9/2019,8,中環,67,25,100,124,75,43,2,91,25,2021/4/30
26/9/2019,9,中環,76,26,176,314,33,47,4,99,25,2021/5/1
26/9/2019,10,中環,80,32,139,237,47,52,4,99,29,2021/5/2
26/9/2019,11,中環,78,31,138,213,58,50,5,96,30,2021/5/3
26/9/2019,12,中環,80,33,142,219,67,54,5,98,34,2021/5/4
26/9/2019,13,中環,85,32,123,167,92,53,4,101,35,2021/5/5
26/9/2019,14,中環,87,33,121,167,90,53,4,102,35,2021/5/6
26/9/2019,15,中環,86,31,144,226,70,52,4,94,32,2021/5/7
26/9/2019,16,中環,83,28,114,153,92,50,3,115,33,2021/5/8
26/9/2019,17,中環,94,31,137,196,76,52,4,98,32,2021/5/9
26/9/2019,18,中環,102,31,187,337,33,51,6,107,34,2021/5/10
26/9/2019,19,中環,106,33,184,299,51,51,5,108,36,2021/5/11
26/9/2019,20,中環,110,35,176,258,63,51,5,118,37,2021/5/12
26/9/2019,21,中環,102,34,136,169,88,52,4,113,40,2021/5/13
26/9/2019,22,中環,91,33,109,125,106,52,3,99,35,2021/5/14
26/9/2019,23,中環,81,30,96,112,111,48,3,98,32,2021/5/15
26/9/2019,24,中環,79,31,86,99,112,50,2,97,32,2021/5/16
27/9/2019,1,中環,79,30,72,82,112,47,2,100,29,2021/5/17
27/9/2019,2,中環,74,28,56,62,119,44,2,105,27,2021/5/18
27/9/2019,3,中環,72,27,48,55,122,43,3,94,26,2021/5/19
27/9/2019,4,中環,72,27,37,40,133,41,3,95,26,2021/5/20
27/9/2019,5,中環,73,28,48,53,117,40,2,99,26,2021/5/21
27/9/2019,6,中環,71,27,46,50,121,40,2,103,28,2021/5/22
27/9/2019,7,中環,72,27,55,61,108,42,2,99,30,2021/5/23
27/9/2019,8,中環,79,30,107,145,66,48,2,101,33,2021/5/24
27/9/2019,9,中環,91,33,181,346,25,52,5,101,34,2021/5/25
27/9/2019,10,中環,103,38,183,347,22,59,7,102,37,2021/5/26
27/9/2019,11,中環,96,41,179,314,37,66,6,108,41,2021/5/27
27/9/2019,12,中環,94,42,185,309,54,64,6,100,44,2021/5/28
27/9/2019,13,中環,91,49,175,253,86,75,6,106,48,2021/5/29
27/9/2019,14,中環,101,51,177,229,100,77,5,108,53,2021/5/30
27/9/2019,15,中環,109,55,194,247,87,82,5,113,58,2021/5/31
27/9/2019,16,中環,95,49,144,185,99,72,4,121,55,2021/6/1
27/9/2019,17,中環,103,45,171,243,67,66,4,114,48,2021/6/2
27/9/2019,18,中環,99,45,171,240,63,66,4,116,46,2021/6/3
27/9/2019,19,中環,123,45,251,531,15,66,9,125,43,2021/6/4
27/9/2019,20,中環,114,44,193,323,34,63,6,122,42,2021/6/5
27/9/2019,21,中環,108,39,140,185,62,59,4,117,41,2021/6/6
27/9/2019,22,中環,112,40,132,166,59,66,4,106,39,2021/6/7
27/9/2019,23,中環,97,43,128,166,66,71,4,110,37,2021/6/8
27/9/2019,24,中環,96,38,114,142,70,60,4,115,38,2021/6/9
28/9/2019,1,中環,87,34,97,116,70,52,3,100,34,2021/6/10
28/9/2019,2,中環,79,30,70,82,77,46,3,97,28,2021/6/11
28/9/2019,3,中環,83,26,83,98,49,40,2,97,25,2021/6/12
28/9/2019,4,中環,80,25,64,75,70,36,2,94,24,2021/6/13
28/9/2019,5,中環,87,27,91,112,35,37,2,107,25,2021/6/14
28/9/2019,6,中環,73,28,63,78,59,37,2,113,26,2021/6/15
28/9/2019,7,中環,81,25,76,100,48,35,2,99,29,2021/6/16
28/9/2019,8,中環,87,29,109,144,40,41,2,110,32,2021/6/17
28/9/2019,9,中環,93,39,152,273,19,58,6,117,48,2021/6/18
28/9/2019,10,中環,101,61,166,292,31,89,7,110,64,2021/6/19
28/9/2019,11,中環,95,62,171,261,53,90,7,110,51,2021/6/20
28/9/2019,12,中環,95,52,176,253,71,79,7,103,43,2021/6/21
28/9/2019,13,中環,89,49,147,191,110,73,5,104,41,2021/6/22
28/9/2019,14,中環,100,54,131,156,126,76,4,113,46,2021/6/23
28/9/2019,15,中環,89,50,100,115,142,71,4,118,47,2021/6/24
28/9/2019,16,中環,82,45,82,103,134,66,4,119,46,2021/6/25
28/9/2019,17,中環,89,37,118,154,78,53,4,120,40,2021/6/26
28/9/2019,18,中環,104,35,146,198,55,49,4,112,38,2021/6/27
28/9/2019,19,中環,102,35,164,256,36,50,4,116,37,2021/6/28
28/9/2019,20,中環,111,36,129,176,44,50,4,122,40,2021/6/29
28/9/2019,21,中環,98,29,93,136,42,39,2,113,31,2021/6/30
28/9/2019,22,中環,80,22,101,172,38,30,3,112,24,2021/7/1
28/9/2019,23,中環,83,25,76,103,56,33,2,107,25,2021/7/2
28/9/2019,24,中環,87,26,76,93,65,36,2,109,27,2021/7/3
29/9/2019,1,中環,80,23,86,115,47,32,2,99,25,2021/7/4
29/9/2019,2,中環,80,24,79,105,43,32,2,95,22,2021/7/5
29/9/2019,3,中環,65,18,51,62,63,25,2,96,17,2021/7/6
29/9/2019,4,中環,77,17,59,77,48,23,2,87,18,2021/7/7
29/9/2019,5,中環,76,21,68,97,28,26,2,93,18,2021/7/8
29/9/2019,6,中環,77,17,66,95,22,21,2,91,18,2021/7/9
29/9/2019,7,中環,79,20,84,125,10,26,2,93,19,2021/7/10
29/9/2019,8,中環,87,27,106,210,16,37,5,97,25,2021/7/11
29/9/2019,9,中環,83,36,101,162,51,49,5,111,32,2021/7/12
29/9/2019,10,中環,95,47,123,205,57,67,6,115,48,2021/7/13
29/9/2019,11,中環,91,53,91,112,115,74,7,117,52,2021/7/14
29/9/2019,12,中環,97,57,142,177,127,80,7,110,49,2021/7/15
29/9/2019,13,中環,110,66,197,238,139,96,9,130,59,2021/7/16
29/9/2019,14,中環,119,81,172,194,166,112,8,140,82,2021/7/17
29/9/2019,15,中環,118,80,148,161,170,105,6,143,94,2021/7/18
29/9/2019,16,中環,118,73,70,72,264,97,6,142,107,2021/7/19
29/9/2019,17,中環,108,73,40,41,293,102,6,138,87,2021/7/20
29/9/2019,18,中環,101,68,34,35,286,88,5,136,71,2021/7/21
29/9/2019,19,中環,104,65,38,39,249,84,5,134,71,2021/7/22
29/9/2019,20,中環,121,68,43,45,228,90,4,141,76,2021/7/23
29/9/2019,21,中環,157,87,131,135,113,108,11,131,77,2021/7/24
29/9/2019,22,中環,125,92,62,64,209,113,9,130,72,2021/7/25
29/9/2019,23,中環,119,85,55,57,224,105,6,134,81,2021/7/26
29/9/2019,24,中環,106,81,41,43,223,100,5,133,91,2021/7/27
30/9/2019,1,中環,99,75,52,55,192,94,4,127,90,2021/7/28
30/9/2019,2,中環,110,80,82,87,144,98,4,126,90,2021/7/29
30/9/2019,3,中環,109,82,77,82,137,99,4,129,89,2021/7/30
30/9/2019,4,中環,119,84,102,106,147,101,5,136,91,2021/7/31
30/9/2019,5,中環,116,88,92,98,128,106,5,134,95,2021/8/1
30/9/2019,6,中環,121,92,102,112,98,111,5,134,101,2021/8/2
30/9/2019,7,中環,134,90,138,178,45,112,6,140,109,2021/8/3
30/9/2019,8,中環,128,102,130,170,61,129,8,153,109,2021/8/4
30/9/2019,9,中環,147,118,178,313,32,149,14,163,117,2021/8/5
30/9/2019,10,中環,144,129,184,260,59,170,12,148,117,2021/8/6
30/9/2019,11,中環,128,106,187,260,87,142,9,120,63,2021/8/7
30/9/2019,12,中環,122,79,231,306,83,109,8,120,49,2021/8/8
30/9/2019,13,中環,116,72,234,312,112,100,8,120,53,2021/8/9
30/9/2019,14,中環,108,68,145,155,237,96,9,70,54,2021/8/10
30/9/2019,15,中環,112,72,152,162,293,103,11,84,61,2021/8/11
30/9/2019,16,中環,139,77,323,405,148,111,11,88,64,2021/8/12
30/9/2019,17,中環,128,78,276,331,158,112,10,98,69,2021/8/13
30/9/2019,18,中環,141,64,279,383,58,97,10,90,68,2021/8/14
30/9/2019,19,中環,151,51,290,457,19,77,10,95,61,2021/8/15
30/9/2019,20,中環,149,57,251,350,30,76,8,102,54,2021/8/16
30/9/2019,21,中環,179,62,241,330,35,79,7,110,60,2021/8/17
30/9/2019,22,中環,151,70,211,283,51,89,7,96,63,2021/8/18
30/9/2019,23,中環,138,59,205,269,49,78,6,96,60,2021/8/19
30/9/2019,24,中環,142,59,232,332,25,79,8,96,62,2021/8/20
1/10/2019,1,中環,145,60,206,301,11,85,11,96,63,2021/8/21
1/10/2019,2,中環,157,60,179,249,9,84,8,93,64,2021/8/22
1/10/2019,3,中環,133,58,159,240,8,78,8,98,63,2021/8/23
1/10/2019,4,中環,134,55,133,186,12,75,8,97,64,2021/8/24
1/10/2019,5,中環,130,57,122,183,14,75,9,94,64,2021/8/25
1/10/2019,6,中環,137,57,119,169,14,77,10,94,62,2021/8/26
1/10/2019,7,中環,114,57,109,154,30,77,11,98,64,2021/8/27
1/10/2019,8,中環,113,57,116,160,37,78,14,97,61,2021/8/28
1/10/2019,9,中環,96,52,135,182,56,71,16,94,59,2021/8/29
1/10/2019,10,中環,101,46,133,179,72,65,14,81,53,2021/8/30
1/10/2019,11,中環,100,51,140,199,91,70,12,80,49,2021/8/31
1/10/2019,12,中環,95,53,160,248,88,73,14,71,51,2021/9/1
1/10/2019,13,中環,90,47,108,141,146,66,10,69,49,2021/9/2
1/10/2019,14,中環,86,47,66,71,194,62,8,73,47,2021/9/3
1/10/2019,15,中環,87,47,41,42,221,61,7,74,48,2021/9/4
1/10/2019,16,中環,90,47,21,22,236,63,7,75,48,2021/9/5
1/10/2019,17,中環,89,53,36,40,227,73,6,84,49,2021/9/6
1/10/2019,18,中環,104,51,39,42,207,65,8,86,48,2021/9/7
1/10/2019,19,中環,96,46,26,27,179,59,6,88,47,2021/9/8
1/10/2019,20,中環,104,45,29,29,151,57,4,82,50,2021/9/9
1/10/2019,21,中環,106,52,28,30,138,64,4,82,55,2021/9/10
1/10/2019,22,中環,93,51,40,41,130,63,6,79,54,2021/9/11
1/10/2019,23,中環,98,51,98,103,68,63,13,77,54,2021/9/12
1/10/2019,24,中環,97,51,87,91,76,64,10,73,54,2021/9/13
2/10/2019,1,中環,97,52,87,91,80,63,8,73,51,2021/9/14
2/10/2019,2,中環,101,47,83,93,82,59,7,71,51,2021/9/15
2/10/2019,3,中環,95,45,55,59,100,57,5,69,47,2021/9/16
2/10/2019,4,中環,89,47,29,32,124,59,2,62,44,2021/9/17
2/10/2019,5,中環,89,46,48,54,103,57,2,64,44,2021/9/18
2/10/2019,6,中環,95,46,55,62,102,58,1,67,42,2021/9/19
2/10/2019,7,中環,91,43,63,72,94,55,1,68,42,2021/9/20
2/10/2019,8,中環,104,46,115,171,38,58,3,71,43,2021/9/21
